Time [s],Byte
6.325160352000000,0x80
6.325161018000000,0x5A
6.325270216000000,0x80
6.325270882000000,0x5A
6.325276150000000,0x80
6.325276814000000,0x5A
6.325282150000000,0x80
6.325282816000000,0x5A
6.325288118000000,0x80
6.325288782000000,0x5A
6.325294050000000,0x80
6.325294716000000,0x5A
6.325300018000000,0x80
6.325300682000000,0x5A
6.325439548000000,0x80
6.325440214000000,0x5A
6.325445516000000,0x80
6.325446180000000,0x5A
6.325451516000000,0x80
6.325452180000000,0x5A
6.325457516000000,0x80
6.325458180000000,0x5A
6.325463482000000,0x80
6.325464146000000,0x5A
6.325592096000000,0x80
6.325592760000000,0x5A
6.325597996000000,0x80
6.325598660000000,0x5A
6.325603896000000,0x80
6.325604560000000,0x5A
6.325609830000000,0x80
6.325610494000000,0x5A
6.325621730000000,0x80
6.325622394000000,0x5A
6.325761328000000,0x80
6.325761992000000,0x5A
6.325767294000000,0x80
6.325767958000000,0x5A
6.325773294000000,0x80
6.325773958000000,0x5A
6.325779260000000,0x80
6.325779926000000,0x5A
6.325930658000000,0x80
6.325931324000000,0x5A
6.325936592000000,0x80
6.325937256000000,0x5A
6.325942558000000,0x80
6.325943224000000,0x5A
6.325948492000000,0x80
6.325949156000000,0x5A
6.325954460000000,0x80
6.325955124000000,0x5A
6.326100840000000,0x80
6.326101504000000,0x5A
6.326106774000000,0x80
6.326107438000000,0x5A
6.326112774000000,0x80
6.326113438000000,0x5A
6.326118740000000,0x80
6.326119406000000,0x5A
6.326130640000000,0x80
6.326131306000000,0x5A
6.326160374000000,0x80
6.326161038000000,0x5A
6.326166340000000,0x80
6.326167006000000,0x5A
6.326270172000000,0x80
6.326270836000000,0x5A
6.326276138000000,0x80
6.326276804000000,0x5A
6.326282038000000,0x80
6.326282704000000,0x5A
6.326287972000000,0x80
6.326288636000000,0x5A
6.326299872000000,0x80
6.326300536000000,0x5A
6.326439504000000,0x80
6.326440168000000,0x5A
6.326445436000000,0x80
6.326446102000000,0x5A
6.326451436000000,0x80
6.326452102000000,0x5A
6.326457404000000,0x80
6.326458068000000,0x5A
6.326463336000000,0x80
6.326464002000000,0x5A
6.326487120000000,0x80
6.326487786000000,0x5A
6.326592050000000,0x80
6.326592714000000,0x5A
6.326597984000000,0x80
6.326598648000000,0x5A
6.326603918000000,0x80
6.326604582000000,0x5A
6.326615818000000,0x80
6.326616482000000,0x5A
6.326657484000000,0x80
6.326658150000000,0x5A
6.326675318000000,0x80
6.326675982000000,0x5A
6.326761282000000,0x80
6.326761946000000,0x5A
6.326767216000000,0x80
6.326767880000000,0x5A
6.326773182000000,0x80
